ts,action,price,qty,notional_usd,pnl_usd,return_pct
1731996000,PROBE_BUY,9.315455999999999e-06,10734847.547989063,100.0,0.0,0.0
1733850000,ADD_BUY,1.6860191999999996e-05,17793391.67667842,300.0,0.0,0.0
1733853600,EXIT_FULL,1.7328947999999997e-05,28528239.224667482,494.364374055823,94.36437405582302,0.23591093513955755
1734274800,PROBE_BUY,1.2621173999999998e-05,7923193.198984502,100.0,0.0,0.0
1735441200,EXIT_FULL,6.933598e-06,7923193.198984502,54.93623651809255,-45.06376348190745,-0.4506376348190745
