ts,action,price,qty,notional_usd,pnl_usd,return_pct
1732298400,PROBE_BUY,3.569999999999999e-09,28011204481.792725,100.0,0.0,0.0
1732309200,ADD_BUY,8.057999999999998e-09,37230081906.1802,300.0,0.0,0.0
1732730400,EXIT_FULL,3.9200000000000005e-09,65241286387.97292,255.74584264085388,-144.25415735914612,-0.3606353933978653
1733400000,PROBE_BUY,2.142e-09,46685340802.98786,100.0,0.0,0.0
1734930000,ADD_BUY,2.6519999999999995e-09,113122171945.70137,300.0,0.0,0.0
1734933600,EXIT_FULL,3.43e-09,159807512748.68924,548.1397687280041,148.13976872800413,0.3703494218200103
1735264800,PROBE_BUY,2.4479999999999994e-09,40849673202.61439,100.0,0.0,0.0
1735322400,ADD_BUY,2.9579999999999995e-09,101419878296.14606,300.0,0.0,0.0
1735441200,EXIT_FULL,2.646e-09,142269551498.76044,376.44523326572016,-23.554766734279838,-0.0588869168356996
