ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732302000,PROBE_BUY,3.569999999999999e-09,28011204481.792725,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732309200,ADD_BUY,8.057999999999998e-09,37230081906.1802,300.0,0.0,0.0,ADD_TRIGGER
1732734000,EXIT_FULL,3.822e-09,65241286387.97292,249.35219657483253,-150.64780342516747,-0.37661950856291865,TIME_STOP
1733403600,PROBE_BUY,2.142e-09,46685340802.98786,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733497200,EXIT_FULL,1.3719999999999998e-09,46685340802.98786,64.05228758169933,-35.94771241830067,-0.3594771241830067,STRUCT_STOP
1733932800,PROBE_BUY,1.7339999999999996e-09,57670126874.27914,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733940000,EXIT_FULL,8.82e-10,57670126874.27914,50.86505190311419,-49.13494809688581,-0.49134948096885805,STRUCT_STOP
1734760800,PROBE_BUY,8.159999999999999e-10,100000000000.0,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734804000,ADD_BUY,9.179999999999998e-10,300000000000.0,300.0,0.0,0.0,ADD_TRIGGER
1735192800,EXIT_FULL,2.058e-09,400000000000.0,823.2,423.20000000000005,1.058,TIME_STOP
