ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732248000,PROBE_BUY,1.7385899999999997e-06,57517873.67924584,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732356000,EXIT_FULL,1.46559e-06,57517873.67924584,84.2976204855659,-15.7023795144341,-0.157023795144341,PROGRESS_STOP
1732791600,PROBE_BUY,1.2248159999999997e-06,81644916.4609215,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732874400,EXIT_FULL,9.5305e-07,81644916.4609215,77.81168763308123,-22.188312366918765,-0.22188312366918767,STRUCT_STOP
1733176800,PROBE_BUY,1.0340759999999997e-06,96704690.95114869,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733212800,ADD_BUY,1.6266959999999997e-06,184422903.84927487,300.0,0.0,0.0,ADD_TRIGGER
1733227200,EXIT_FULL,1.412082e-06,281127594.80042356,396.9752163209717,-3.024783679028303,-0.0075619591975707575,TRAIL_STOP
1733500800,PROBE_BUY,1.2618419999999998e-06,79249224.54633783,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733536800,EXIT_FULL,1.0210619999999999e-06,79249224.54633783,80.91837171373278,-19.081628286267218,-0.1908162828626722,STRUCT_STOP
1734048000,PROBE_BUY,1.191462e-06,83930498.83252676,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734156000,EXIT_FULL,9.958759999999998e-07,83930498.83252676,83.5843694553414,-16.415630544658598,-0.16415630544658597,PROGRESS_STOP
1734480000,PROBE_BUY,1.8133559999999995e-06,55146369.49391075,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734534000,ADD_BUY,2.0021579999999993e-06,149838324.44792074,300.0,0.0,0.0,ADD_TRIGGER
1734541200,EXIT_FULL,1.819272e-06,204984693.9418315,372.9229141169437,-27.077085883056327,-0.06769271470764082,TRAIL_STOP
1734768000,PROBE_BUY,1.7983619999999996e-06,55606157.158569865,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734811200,EXIT_FULL,1.700006e-06,55606157.158569865,94.53080080651172,-5.469199193488279,-0.05469199193488279,TRAIL_STOP
1735045200,PROBE_BUY,1.7559299999999996e-06,56949878.412009604,100.0,0.0,0.0,BREAKOUT_CONFIRM
1735059600,ADD_BUY,2.2151339999999994e-06,135431987.4102425,300.0,0.0,0.0,ADD_TRIGGER
1735070400,EXIT_FULL,2.085538e-06,192381865.8222521,401.219691683208,1.2196916832079978,0.0030492292080199945,TRAIL_STOP
