ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732212000,PROBE_BUY,0.00019187393399999997,521175.5339315658,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732320000,EXIT_FULL,0.00016236689,521175.5339315658,84.62165058855781,-15.378349411442187,-0.15378349411442188,PROGRESS_STOP
1732748400,PROBE_BUY,0.00015056128199999997,664181.3796457978,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732788000,EXIT_FULL,0.00012162407600000001,664181.3796457978,80.78044659582537,-19.219553404174633,-0.19219553404174633,STRUCT_STOP
1733169600,PROBE_BUY,0.00012655629599999998,790162.1899553698,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733266800,EXIT_FULL,0.000119754824,790162.1899553698,94.62573398955989,-5.37426601044011,-0.0537426601044011,TRAIL_STOP
1733684400,PROBE_BUY,0.00015989927999999996,625393.6853249122,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733792400,EXIT_FULL,0.00014337840999999998,625393.6853249122,89.66795222592623,-10.332047774073772,-0.10332047774073772,PROGRESS_STOP
1734940800,PROBE_BUY,9.171166799999999e-05,1090373.8006378862,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734966000,EXIT_FULL,8.9094054e-05,1090373.8006378862,97.14582227421707,-2.8541777257829324,-0.028541777257829325,TRAIL_STOP
