ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732197600,PROBE_BUY,3.156134999999999e-05,3168432.2755522192,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732305600,EXIT_FULL,2.6106514e-05,3168432.2755522192,82.71672155975587,-17.283278440244132,-0.17283278440244132,PROGRESS_STOP
1732575600,PROBE_BUY,2.7246239999999996e-05,3670231.1952034486,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732698000,ADD_BUY,3.0762791999999994e-05,9752040.712039404,300.0,0.0,0.0,ADD_TRIGGER
1732705200,EXIT_FULL,2.776144e-05,13422271.907242853,372.62159621660805,-27.378403783391946,-0.06844600945847987,TRAIL_STOP
1733065200,PROBE_BUY,3.117170999999999e-05,3208037.031013057,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733151600,EXIT_FULL,2.8892262e-05,3208037.031013057,92.68744640573138,-7.312553594268621,-0.07312553594268621,TRAIL_STOP
1733871600,PROBE_BUY,3.3779646e-05,2960362.5804722765,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733979600,EXIT_FULL,2.8589148e-05,2960362.5804722765,84.63424394678383,-15.365756053216174,-0.15365756053216173,PROGRESS_STOP
1734206400,PROBE_BUY,3.2677943999999995e-05,3060168.044843948,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734314400,EXIT_FULL,2.9533378e-05,3060168.044843948,90.37709961189726,-9.622900388102735,-0.09622900388102736,PROGRESS_STOP
1734613200,PROBE_BUY,2.7720641999999995e-05,3607420.0590303796,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734692400,EXIT_FULL,2.7211758e-05,3607420.0590303796,98.16424165068041,-1.8357583493195904,-0.018357583493195904,TRAIL_STOP
