ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732546800,PROBE_BUY,8.071259999999998e-07,123896392.8804177,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732654800,EXIT_FULL,7.4431e-07,123896392.8804177,92.2173241848237,-7.7826758151763045,-0.07782675815176304,PROGRESS_STOP
1733022000,PROBE_BUY,8.103899999999998e-07,123397376.57177411,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733130000,EXIT_FULL,7.88704e-07,123397376.57177411,97.32400449166452,-2.6759955083354754,-0.026759955083354756,PROGRESS_STOP
1733598000,PROBE_BUY,8.173259999999998e-07,122350200.53197871,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733706000,EXIT_FULL,7.74004e-07,122350200.53197871,94.69954461255365,-5.300455387446348,-0.053004553874463484,PROGRESS_STOP
1734454800,PROBE_BUY,8.618999999999997e-07,116022740.45712963,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734487200,ADD_BUY,9.533939999999998e-07,314665290.5304628,300.0,0.0,0.0,ADD_TRIGGER
1734501600,EXIT_FULL,8.93564e-07,430688030.98759246,384.84731972139707,-15.15268027860293,-0.03788170069650732,TRAIL_STOP
1734735600,PROBE_BUY,9.000479999999998e-07,111105185.50121774,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734843600,EXIT_FULL,8.42996e-07,111105185.50121774,93.66122695678455,-6.338773043215454,-0.06338773043215454,PROGRESS_STOP
