ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732168800,PROBE_BUY,6.376019999999998e-07,156837651.07386744,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732179600,EXIT_FULL,6.32198e-07,156837651.07386744,99.15244933359685,-0.8475506664031514,-0.008475506664031513,TRAIL_STOP
1732683600,PROBE_BUY,5.699759999999998e-07,175445983.69054142,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732791600,EXIT_FULL,5.115600000000001e-07,175445983.69054142,89.75114741673337,-10.248852583266626,-0.10248852583266625,PROGRESS_STOP
1733288400,PROBE_BUY,4.266659999999999e-07,234375366.21150976,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733396400,EXIT_FULL,3.8112199999999996e-07,234375366.21150976,89.32560832126302,-10.674391678736981,-0.10674391678736982,PROGRESS_STOP
1733756400,PROBE_BUY,4.119779999999999e-07,242731407.98780522,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733846400,EXIT_FULL,3.98566e-07,242731407.98780522,96.74448635606757,-3.2555136439324315,-0.03255513643932431,TRAIL_STOP
1734195600,PROBE_BUY,4.1136599999999995e-07,243092525.8771994,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734303600,EXIT_FULL,3.84454e-07,243092525.8771994,93.45789394359282,-6.542106056407178,-0.06542106056407178,PROGRESS_STOP
1734670800,PROBE_BUY,4.270739999999999e-07,234151458.52943522,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734692400,EXIT_FULL,4.10228e-07,234151458.52943522,96.05548452961315,-3.944515470386847,-0.03944515470386847,TRAIL_STOP
1735318800,PROBE_BUY,4.083059999999999e-07,244914353.45059836,100.0,0.0,0.0,BREAKOUT_CONFIRM
1735426800,EXIT_FULL,3.5476e-07,244914353.45059836,86.88581603013427,-13.114183969865735,-0.13114183969865734,PROGRESS_STOP
