ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1733385600,PROBE_BUY,3.319385999999999e-06,30126053.43277342,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733389200,ADD_BUY,4.963931999999999e-06,60435960.847167134,300.0,0.0,0.0,ADD_TRIGGER
1733396400,EXIT_FULL,2.844058e-06,90562014.27994055,257.56362120897916,-142.43637879102084,-0.3560909469775521,TRAIL_STOP
1733770800,PROBE_BUY,1.5556325999999997e-05,6428253.046381261,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733774400,EXIT_FULL,1.2775378e-05,6428253.046381261,82.12336254717214,-17.876637452827865,-0.17876637452827865,TRAIL_STOP
1734292800,PROBE_BUY,3.2278919999999994e-06,30979970.829259474,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734296400,EXIT_FULL,3.068674e-06,30979970.829259474,95.06743100450699,-4.932568995493014,-0.04932568995493014,TRAIL_STOP
1735372800,PROBE_BUY,2.7182999999999997e-07,367876981.93724024,100.0,0.0,0.0,BREAKOUT_CONFIRM
1735408800,ADD_BUY,6.327059999999998e-07,474153872.41467613,300.0,0.0,0.0,ADD_TRIGGER
1735416000,EXIT_FULL,5.92606e-07,842030854.3519163,498.9925364740717,98.9925364740717,0.24748134118517925,TRAIL_STOP
