ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732172400,PROBE_BUY,1.0259057999999998e-05,9747483.63836134,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732176000,ADD_BUY,1.1581487999999996e-05,25903407.23057349,300.0,0.0,0.0,ADD_TRIGGER
1732212000,EXIT_FULL,1.2488434e-05,35650890.86893483,445.2237976578953,45.22379765789532,0.1130594941447383,TRAIL_STOP
1732514400,PROBE_BUY,2.7031529999999996e-05,3699383.6456907922,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732518000,EXIT_FULL,2.3094386e-05,3699383.6456907922,85.43499387567039,-14.565006124329614,-0.14565006124329613,TRAIL_STOP
1732845600,PROBE_BUY,3.1072973999999994e-05,3218230.7364592785,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732906800,EXIT_FULL,2.3195816e-05,3218230.7364592785,74.64948800845391,-25.350511991546085,-0.2535051199154609,STRUCT_STOP
1733576400,PROBE_BUY,1.7503913999999995e-05,5713007.95924843,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733580000,EXIT_FULL,1.5529178e-05,5713007.95924843,88.71831751458562,-11.281682485414379,-0.1128168248541438,TRAIL_STOP
1734098400,PROBE_BUY,1.1953685999999997e-05,8365620.445442521,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734102000,ADD_BUY,1.6646297999999995e-05,18022025.07728746,300.0,0.0,0.0,ADD_TRIGGER
1734123600,EXIT_FULL,1.8289152e-05,26387645.52272998,482.60765988732805,82.60765988732805,0.20651914971832014,TRAIL_STOP
1734591600,PROBE_BUY,1.9396217999999995e-05,5155644.260133601,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734652800,EXIT_FULL,1.286397e-05,5155644.260133601,66.32205309303085,-33.677946906969154,-0.33677946906969153,STRUCT_STOP
1735426800,PROBE_BUY,4.20189e-06,23798814.34306943,100.0,0.0,0.0,BREAKOUT_CONFIRM
1735441200,EXIT_FULL,3.67402e-06,23798814.34306943,87.43731987272395,-12.562680127276053,-0.12562680127276052,FORCED_EXIT
