ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1732665600,PROBE_BUY,4.621109999999999e-05,2163982.246689649,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732669200,ADD_BUY,5.741080199999999e-05,5225497.459519901,300.0,0.0,0.0,ADD_TRIGGER
1732680000,EXIT_FULL,4.3638125999999996e-05,7389479.70620955,322.46304649401526,-77.53695350598474,-0.19384238376496185,TRAIL_STOP
1732957200,PROBE_BUY,6.0728759999999984e-05,1646666.258293435,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732968000,EXIT_FULL,4.3552278e-05,1646666.258293435,71.71606665441549,-28.283933345584515,-0.28283933345584517,STRUCT_STOP
1733446800,PROBE_BUY,3.768369599999999e-05,2653667.5171140335,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733497200,EXIT_FULL,2.9982512e-05,2653667.5171140335,79.56361817588171,-20.436381824118286,-0.20436381824118285,STRUCT_STOP
1733968800,PROBE_BUY,4.4427119999999995e-05,2250877.392007405,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733983200,EXIT_FULL,3.9311034e-05,2250877.392007405,88.48431768703443,-11.515682312965566,-0.11515682312965567,TRAIL_STOP
1734228000,PROBE_BUY,3.8228579999999994e-05,2615843.9575835676,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734235200,ADD_BUY,4.433256599999999e-05,6767034.418896485,300.0,0.0,0.0,ADD_TRIGGER
1734242400,EXIT_FULL,4.0282312e-05,9382878.376480052,377.9640342194229,-22.0359657805771,-0.055089914451442755,TRAIL_STOP
1734753600,PROBE_BUY,2.5273355999999994e-05,3956736.097889019,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734760800,EXIT_FULL,2.4172386e-05,3956736.097889019,95.64375225830716,-4.35624774169284,-0.043562477416928404,TRAIL_STOP
1735074000,PROBE_BUY,1.9867559999999997e-05,5033330.716001362,100.0,0.0,0.0,BREAKOUT_CONFIRM
1735110000,EXIT_FULL,1.8674978e-05,5033330.716001362,93.99734038804968,-6.002659611950321,-0.06002659611950321,TRAIL_STOP
