ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1733590800,PROBE_BUY,6.911754599999998e-05,1446810.6260601329,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733594400,EXIT_FULL,6.1866518e-05,1446810.6260601329,89.50913563974048,-10.490864360259522,-0.10490864360259522,TRAIL_STOP
1734760800,PROBE_BUY,8.912892599999999e-05,1121970.2120050231,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734768000,ADD_BUY,0.00010147990199999998,2956250.391333646,300.0,0.0,0.0,ADD_TRIGGER
1734778800,EXIT_FULL,9.2965348e-05,4078220.603338669,379.1331976101493,-20.866802389850704,-0.052167005974626764,TRAIL_STOP
1735056000,PROBE_BUY,8.506330799999998e-05,1175595.005075514,100.0,0.0,0.0,BREAKOUT_CONFIRM
1735153200,EXIT_FULL,6.630101800000001e-05,1175595.005075514,77.94314559222177,-22.056854407778232,-0.2205685440777823,STRUCT_STOP
