ts,action,price,qty,notional_usd,pnl_usd,return_pct,reason_codes
1731949200,PROBE_BUY,3.609575999999999e-06,27704084.9119121,100.0,0.0,0.0,BREAKOUT_CONFIRM
1731985200,EXIT_FULL,2.897566e-06,27704084.9119121,80.27441450186949,-19.725585498130513,-0.19725585498130513,STRUCT_STOP
1732752000,PROBE_BUY,1.5784499999999997e-06,63353289.619563505,100.0,0.0,0.0,BREAKOUT_CONFIRM
1732860000,EXIT_FULL,1.473136e-06,63353289.619563505,93.3280116570053,-6.671988342994695,-0.06671988342994695,PROGRESS_STOP
1733259600,PROBE_BUY,1.4653319999999996e-06,68243920.14915393,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733367600,EXIT_FULL,1.128862e-06,68243920.14915393,77.0379681874142,-22.962031812585806,-0.22962031812585806,PROGRESS_STOP
1733594400,PROBE_BUY,1.5559079999999998e-06,64271152.27892653,100.0,0.0,0.0,BREAKOUT_CONFIRM
1733702400,EXIT_FULL,1.2911500000000001e-06,64271152.27892653,82.983698264936,-17.016301735064005,-0.17016301735064004,PROGRESS_STOP
1733990400,PROBE_BUY,1.4970539999999996e-06,66797857.659109175,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734044400,EXIT_FULL,1.460788e-06,66797857.659109175,97.57750889413477,-2.422491105865234,-0.024224911058652338,TRAIL_STOP
1734462000,PROBE_BUY,1.5254099999999997e-06,65556145.56086562,100.0,0.0,0.0,BREAKOUT_CONFIRM
1734570000,EXIT_FULL,1.318394e-06,65556145.56086562,86.42882897057187,-13.571171029428129,-0.13571171029428128,PROGRESS_STOP
1735063200,PROBE_BUY,1.3936259999999998e-06,71755262.88975666,100.0,0.0,0.0,BREAKOUT_CONFIRM
1735171200,EXIT_FULL,1.224118e-06,71755262.88975666,87.83690889808314,-12.163091101916862,-0.12163091101916862,PROGRESS_STOP
